"id","city_id:id","name","code"
res_city_district_10101,l10n_ve_pad.res_city_101,Altagracia,10101
res_city_district_10102,l10n_ve_pad.res_city_101,Candelaria,10102
res_city_district_10103,l10n_ve_pad.res_city_101,Catedral,10103
res_city_district_10104,l10n_ve_pad.res_city_101,La Pastora,10104
res_city_district_10105,l10n_ve_pad.res_city_101,San Agustín,10105
res_city_district_10106,l10n_ve_pad.res_city_101,San José,10106
res_city_district_10107,l10n_ve_pad.res_city_101,San Juan,10107
res_city_district_10108,l10n_ve_pad.res_city_101,Santa Rosalía,10108
res_city_district_10109,l10n_ve_pad.res_city_101,Santa Teresa,10109
res_city_district_10110,l10n_ve_pad.res_city_101,Sucre,10110
res_city_district_10111,l10n_ve_pad.res_city_101,23 De Enero,10111
res_city_district_10112,l10n_ve_pad.res_city_101,Antímano,10112
res_city_district_10113,l10n_ve_pad.res_city_101,El Recreo,10113
res_city_district_10114,l10n_ve_pad.res_city_101,El Valle,10114
res_city_district_10115,l10n_ve_pad.res_city_101,La Vega,10115
res_city_district_10116,l10n_ve_pad.res_city_101,Macarao,10116
res_city_district_10117,l10n_ve_pad.res_city_101,Caricuao,10117
res_city_district_10118,l10n_ve_pad.res_city_101,El Junquito,10118
res_city_district_10119,l10n_ve_pad.res_city_101,Coche,10119
res_city_district_10120,l10n_ve_pad.res_city_101,San Pedro,10120
res_city_district_10121,l10n_ve_pad.res_city_101,San Bernardino,10121
res_city_district_10122,l10n_ve_pad.res_city_101,El Paraíso,10122
res_city_district_20101,l10n_ve_pad.res_city_201,Anaco,20101
res_city_district_20102,l10n_ve_pad.res_city_201,San Joaquín,20102
res_city_district_20201,l10n_ve_pad.res_city_202,Aragua,20201
res_city_district_20202,l10n_ve_pad.res_city_202,Cachipo,20202
res_city_district_20301,l10n_ve_pad.res_city_203,El Carmen,20301
res_city_district_20302,l10n_ve_pad.res_city_203,San Cristóbal,20302
res_city_district_20303,l10n_ve_pad.res_city_203,Bergantín,20303
res_city_district_20304,l10n_ve_pad.res_city_203,Caigua,20304
res_city_district_20305,l10n_ve_pad.res_city_203,El Pilar,20305
res_city_district_20306,l10n_ve_pad.res_city_203,Naricual,20306
res_city_district_20401,l10n_ve_pad.res_city_204,Clarines,20401
res_city_district_20402,l10n_ve_pad.res_city_204,Guanape,20402
res_city_district_20403,l10n_ve_pad.res_city_204,Sabana De Uchire,20403
res_city_district_20501,l10n_ve_pad.res_city_205,Onoto,20501
res_city_district_20502,l10n_ve_pad.res_city_205,San Pablo,20502
res_city_district_20601,l10n_ve_pad.res_city_206,Cantaura,20601
res_city_district_20602,l10n_ve_pad.res_city_206,Libertador,20602
res_city_district_20603,l10n_ve_pad.res_city_206,Santa Rosa,20603
res_city_district_20604,l10n_ve_pad.res_city_206,Urica,20604
res_city_district_20701,l10n_ve_pad.res_city_207,Soledad,20701
res_city_district_20702,l10n_ve_pad.res_city_207,Mamo,20702
res_city_district_20801,l10n_ve_pad.res_city_208,San Mateo,20801
res_city_district_20802,l10n_ve_pad.res_city_208,El Carito,20802
res_city_district_20803,l10n_ve_pad.res_city_208,Santa Inés,20803
res_city_district_20804,l10n_ve_pad.res_city_208,La Romereña,20804
res_city_district_20901,l10n_ve_pad.res_city_209,Pariaguán,20901
res_city_district_20902,l10n_ve_pad.res_city_209,Atapirire,20902
res_city_district_20903,l10n_ve_pad.res_city_209,Boca Del Pao,20903
res_city_district_20904,l10n_ve_pad.res_city_209,El Pao,20904
res_city_district_21001,l10n_ve_pad.res_city_210,Mapire,21001
res_city_district_21002,l10n_ve_pad.res_city_210,Piar,21002
res_city_district_21003,l10n_ve_pad.res_city_210,San Diego De Cabrutica,21003
res_city_district_21004,l10n_ve_pad.res_city_210,Santa Clara,21004
res_city_district_21005,l10n_ve_pad.res_city_210,Uverito,21005
res_city_district_21006,l10n_ve_pad.res_city_210,Zuata,21006
res_city_district_21101,l10n_ve_pad.res_city_211,Puerto Píritu,21101
res_city_district_21102,l10n_ve_pad.res_city_211,San Miguel,21102
res_city_district_21103,l10n_ve_pad.res_city_211,Sucre,21103
res_city_district_21201,l10n_ve_pad.res_city_212,Edmundo Barrios,21201
res_city_district_21202,l10n_ve_pad.res_city_212,Miguel Otero Silva,21202
res_city_district_21301,l10n_ve_pad.res_city_213,Pozuelos,21301
res_city_district_21302,l10n_ve_pad.res_city_213,Puerto La Cruz,21302
res_city_district_21401,l10n_ve_pad.res_city_214,San José De Guanipa,21401
res_city_district_21501,l10n_ve_pad.res_city_215,Guanta,21501
res_city_district_21502,l10n_ve_pad.res_city_215,Chorrerón,21502
res_city_district_21601,l10n_ve_pad.res_city_216,Píritu,21601
res_city_district_21602,l10n_ve_pad.res_city_216,San Francisco,21602
res_city_district_21701,l10n_ve_pad.res_city_217,Lecherías,21701
res_city_district_21702,l10n_ve_pad.res_city_217,El Morro,21702
res_city_district_21801,l10n_ve_pad.res_city_218,Valle De Guanape,21801
res_city_district_21802,l10n_ve_pad.res_city_218,Santa Bárbara,21802
res_city_district_21901,l10n_ve_pad.res_city_219,Santa  Ana,21901
res_city_district_21902,l10n_ve_pad.res_city_219,Pueblo Nuevo,21902
res_city_district_22001,l10n_ve_pad.res_city_220,El Chaparro,22001
res_city_district_22002,l10n_ve_pad.res_city_220,Tomás Alfaro,22002
res_city_district_22003,l10n_ve_pad.res_city_220,Calatrava,22003
res_city_district_22101,l10n_ve_pad.res_city_221,Boca De Uchire,22101
res_city_district_22102,l10n_ve_pad.res_city_221,Boca De Chávez,22102
res_city_district_30101,l10n_ve_pad.res_city_301,Fernándo Girón Tovar,30101
res_city_district_30102,l10n_ve_pad.res_city_301,Luis Alberto Gómez,30102
res_city_district_30103,l10n_ve_pad.res_city_301,Parhueña,30103
res_city_district_30104,l10n_ve_pad.res_city_301,Platanillal,30104
res_city_district_30201,l10n_ve_pad.res_city_302,Atabapo,30201
res_city_district_30202,l10n_ve_pad.res_city_302,Ucata Laja Lisa,30202
res_city_district_30203,l10n_ve_pad.res_city_302,Yapacana Macuruco,30203
res_city_district_30204,l10n_ve_pad.res_city_302,Caname Guarinuma,30204
res_city_district_30301,l10n_ve_pad.res_city_303,Maroa,30301
res_city_district_30302,l10n_ve_pad.res_city_303,Victorino,30302
res_city_district_30303,l10n_ve_pad.res_city_303,Comunidad,30303
res_city_district_30401,l10n_ve_pad.res_city_304,Casiquiare,30401
res_city_district_30402,l10n_ve_pad.res_city_304,Cocuy,30402
res_city_district_30403,l10n_ve_pad.res_city_304,San Carlos De Río Negro,30403
res_city_district_30404,l10n_ve_pad.res_city_304,Solano,30404
res_city_district_30501,l10n_ve_pad.res_city_305,Samariapo,30501
res_city_district_30502,l10n_ve_pad.res_city_305,Sipapo,30502
res_city_district_30503,l10n_ve_pad.res_city_305,Munduapo,30503
res_city_district_30504,l10n_ve_pad.res_city_305,Guayapo,30504
res_city_district_30505,l10n_ve_pad.res_city_305,Isla Ratón,30505
res_city_district_30601,l10n_ve_pad.res_city_306,Manapiare,30601
res_city_district_30602,l10n_ve_pad.res_city_306,Alto Ventuari,30602
res_city_district_30603,l10n_ve_pad.res_city_306,Medio Ventuari,30603
res_city_district_30604,l10n_ve_pad.res_city_306,Bajo Ventuari,30604
res_city_district_30701,l10n_ve_pad.res_city_307,Alto Orinoco,30701
res_city_district_30702,l10n_ve_pad.res_city_307,Huachamacare Acanaña,30702
res_city_district_30703,l10n_ve_pad.res_city_307,Marawaka Toky Shamanaña,30703
res_city_district_30704,l10n_ve_pad.res_city_307,Mavaca,30704
res_city_district_30705,l10n_ve_pad.res_city_307,Sierra Parima,30705
res_city_district_40101,l10n_ve_pad.res_city_401,Achaguas,40101
res_city_district_40102,l10n_ve_pad.res_city_401,Apurito,40102
res_city_district_40103,l10n_ve_pad.res_city_401,El Yagual,40103
res_city_district_40104,l10n_ve_pad.res_city_401,Guachara,40104
res_city_district_40105,l10n_ve_pad.res_city_401,Mucuritas,40105
res_city_district_40106,l10n_ve_pad.res_city_401,Queseras Del Medio,40106
res_city_district_40201,l10n_ve_pad.res_city_402,Bruzual,40201
res_city_district_40202,l10n_ve_pad.res_city_402,Mantecal,40202
res_city_district_40203,l10n_ve_pad.res_city_402,Quintero,40203
res_city_district_40204,l10n_ve_pad.res_city_402,Rincón Hondo,40204
res_city_district_40205,l10n_ve_pad.res_city_402,San Vicente,40205
res_city_district_40301,l10n_ve_pad.res_city_403,Guasdualito,40301
res_city_district_40302,l10n_ve_pad.res_city_403,Aramendi,40302
res_city_district_40303,l10n_ve_pad.res_city_403,El Amparo,40303
res_city_district_40304,l10n_ve_pad.res_city_403,San Camilo,40304
res_city_district_40305,l10n_ve_pad.res_city_403,Urdaneta,40305
res_city_district_40401,l10n_ve_pad.res_city_404,San Juan De Payara,40401
res_city_district_40402,l10n_ve_pad.res_city_404,Codazzi,40402
res_city_district_40403,l10n_ve_pad.res_city_404,Cunaviche,40403
res_city_district_40501,l10n_ve_pad.res_city_405,Elorza,40501
res_city_district_40502,l10n_ve_pad.res_city_405,La Trinidad,40502
res_city_district_40601,l10n_ve_pad.res_city_406,San Fernando De Apure,40601
res_city_district_40602,l10n_ve_pad.res_city_406,Peñalver,40602
res_city_district_40603,l10n_ve_pad.res_city_406,El Recreo,40603
res_city_district_40604,l10n_ve_pad.res_city_406,San Rafael De Atamaica,40604
res_city_district_40701,l10n_ve_pad.res_city_407,Biruaca,40701
res_city_district_50101,l10n_ve_pad.res_city_501,Las Delicias,50101
res_city_district_50102,l10n_ve_pad.res_city_501,Choroní,50102
res_city_district_50103,l10n_ve_pad.res_city_501,Madre María De San José,50103
res_city_district_50104,l10n_ve_pad.res_city_501,Joaquín Crespo,50104
res_city_district_50105,l10n_ve_pad.res_city_501,Pedro José Ovalles,50105
res_city_district_50106,l10n_ve_pad.res_city_501,José Casanova Godoy,50106
res_city_district_50107,l10n_ve_pad.res_city_501,Andrés Eloy Blanco,50107
res_city_district_50108,l10n_ve_pad.res_city_501,Los Tacariguas,50108
res_city_district_50201,l10n_ve_pad.res_city_502,Santiago Mariño,50201
res_city_district_50202,l10n_ve_pad.res_city_502,Samán De Güere,50202
res_city_district_50203,l10n_ve_pad.res_city_502,Alfredo Pacheco Miranda,50203
res_city_district_50204,l10n_ve_pad.res_city_502,Chuao,50204
res_city_district_50205,l10n_ve_pad.res_city_502,Arévalo Aponte,50205
res_city_district_50301,l10n_ve_pad.res_city_503,José Félix Ribas,50301
res_city_district_50302,l10n_ve_pad.res_city_503,Zuata,50302
res_city_district_50303,l10n_ve_pad.res_city_503,Pao De Zárate,50303
res_city_district_50304,l10n_ve_pad.res_city_503,Castor Nieves Ríos,50304
res_city_district_50305,l10n_ve_pad.res_city_503,Las Guacamayas,50305
res_city_district_50401,l10n_ve_pad.res_city_504,San Casimiro,50401
res_city_district_50402,l10n_ve_pad.res_city_504,Valle Morín,50402
res_city_district_50403,l10n_ve_pad.res_city_504,Güiripa,50403
res_city_district_50404,l10n_ve_pad.res_city_504,Ollas De Caramacate,50404
res_city_district_50501,l10n_ve_pad.res_city_505,San Sebastián,50501
res_city_district_50601,l10n_ve_pad.res_city_506,Sucre,50601
res_city_district_50602,l10n_ve_pad.res_city_506,Bella Vista,50602
res_city_district_50701,l10n_ve_pad.res_city_507,Urdaneta,50701
res_city_district_50702,l10n_ve_pad.res_city_507,San Francisco De Cara,50702
res_city_district_50703,l10n_ve_pad.res_city_507,Taguay,50703
res_city_district_50704,l10n_ve_pad.res_city_507,Las Peñitas,50704
res_city_district_50801,l10n_ve_pad.res_city_508,Zamora,50801
res_city_district_50802,l10n_ve_pad.res_city_508,Magdaleno,50802
res_city_district_50803,l10n_ve_pad.res_city_508,San Francisco De Asís,50803
res_city_district_50804,l10n_ve_pad.res_city_508,Valles De Tucutunemo,50804
res_city_district_50805,l10n_ve_pad.res_city_508,Augusto Mijares,50805
res_city_district_50901,l10n_ve_pad.res_city_509,Libertador,50901
res_city_district_50902,l10n_ve_pad.res_city_509,San Martín De Porres,50902
res_city_district_51001,l10n_ve_pad.res_city_510,Santa Cruz,51001
res_city_district_51101,l10n_ve_pad.res_city_511,Bolívar,51101
res_city_district_51201,l10n_ve_pad.res_city_512,Santos Michelena,51201
res_city_district_51202,l10n_ve_pad.res_city_512,Tiara,51202
res_city_district_51301,l10n_ve_pad.res_city_513,Mario Briceño Iragorry,51301
res_city_district_51302,l10n_ve_pad.res_city_513,Caña De Azúcar,51302
res_city_district_51401,l10n_ve_pad.res_city_514,Tovar,51401
res_city_district_51501,l10n_ve_pad.res_city_515,Camatagua,51501
res_city_district_51502,l10n_ve_pad.res_city_515,No Urbana Carmen De Cura,51502
res_city_district_51601,l10n_ve_pad.res_city_516,José Rafael Revenga,51601
res_city_district_51701,l10n_ve_pad.res_city_517,Santa Rita,51701
res_city_district_51702,l10n_ve_pad.res_city_517,Francisco De Miranda,51702
res_city_district_51703,l10n_ve_pad.res_city_517,Monseñor Feliciano González,51703
res_city_district_51801,l10n_ve_pad.res_city_518,Ocumare De La Costa De Oro,51801
res_city_district_60101,l10n_ve_pad.res_city_601,Arismendi,60101
res_city_district_60102,l10n_ve_pad.res_city_601,Guadarrama,60102
res_city_district_60103,l10n_ve_pad.res_city_601,La Unión,60103
res_city_district_60104,l10n_ve_pad.res_city_601,San Antonio,60104
res_city_district_60201,l10n_ve_pad.res_city_602,Alfredo Arvelo Larriva,60201
res_city_district_60202,l10n_ve_pad.res_city_602,Barinas,60202
res_city_district_60203,l10n_ve_pad.res_city_602,San Silvestre,60203
res_city_district_60204,l10n_ve_pad.res_city_602,Santa Inés,60204
res_city_district_60205,l10n_ve_pad.res_city_602,Santa Lucía,60205
res_city_district_60206,l10n_ve_pad.res_city_602,Torunos,60206
res_city_district_60207,l10n_ve_pad.res_city_602,El Carmen,60207
res_city_district_60208,l10n_ve_pad.res_city_602,Rómulo Betancourt,60208
res_city_district_60209,l10n_ve_pad.res_city_602,Corazón De Jesús,60209
res_city_district_60210,l10n_ve_pad.res_city_602,Ramón Ignacio Méndez,60210
res_city_district_60211,l10n_ve_pad.res_city_602,Alto Barinas,60211
res_city_district_60212,l10n_ve_pad.res_city_602,Manuel Palacio Fajardo,60212
res_city_district_60213,l10n_ve_pad.res_city_602,Juan Antonio Rodríguez Domínguez,60213
res_city_district_60214,l10n_ve_pad.res_city_602,Dominga Ortiz De Páez,60214
res_city_district_60301,l10n_ve_pad.res_city_603,Altamira,60301
res_city_district_60302,l10n_ve_pad.res_city_603,Barinitas,60302
res_city_district_60303,l10n_ve_pad.res_city_603,Calderas,60303
res_city_district_60401,l10n_ve_pad.res_city_604,Santa Bárbara,60401
res_city_district_60402,l10n_ve_pad.res_city_604,José Ignacio Del Pumar,60402
res_city_district_60403,l10n_ve_pad.res_city_604,Ramón Ignacio Méndez,60403
res_city_district_60404,l10n_ve_pad.res_city_604,Pedro Briceño Méndez,60404
res_city_district_60501,l10n_ve_pad.res_city_605,El Real,60501
res_city_district_60502,l10n_ve_pad.res_city_605,La Luz,60502
res_city_district_60503,l10n_ve_pad.res_city_605,Obispos,60503
res_city_district_60504,l10n_ve_pad.res_city_605,Los Guasimitos,60504
res_city_district_60601,l10n_ve_pad.res_city_606,Ciudad Bolivia,60601
res_city_district_60602,l10n_ve_pad.res_city_606,Ignacio Briceño,60602
res_city_district_60603,l10n_ve_pad.res_city_606,Páez,60603
res_city_district_60604,l10n_ve_pad.res_city_606,José Félix Ribas,60604
res_city_district_60701,l10n_ve_pad.res_city_607,Dolores,60701
res_city_district_60702,l10n_ve_pad.res_city_607,Libertad,60702
res_city_district_60703,l10n_ve_pad.res_city_607,Palacios Fajardo,60703
res_city_district_60704,l10n_ve_pad.res_city_607,Santa Rosa,60704
res_city_district_60801,l10n_ve_pad.res_city_608,Ciudad De Nutrias,60801
res_city_district_60802,l10n_ve_pad.res_city_608,El Regalo,60802
res_city_district_60803,l10n_ve_pad.res_city_608,Puerto De Nutrias,60803
res_city_district_60804,l10n_ve_pad.res_city_608,Santa Catalina,60804
res_city_district_60901,l10n_ve_pad.res_city_609,Rodríguez Domínguez,60901
res_city_district_60902,l10n_ve_pad.res_city_609,Sabaneta,60902
res_city_district_61001,l10n_ve_pad.res_city_610,Ticoporo,61001
res_city_district_61002,l10n_ve_pad.res_city_610,Nicolás Pulido,61002
res_city_district_61003,l10n_ve_pad.res_city_610,Andrés Bello,61003
res_city_district_61101,l10n_ve_pad.res_city_611,Barrancas,61101
res_city_district_61102,l10n_ve_pad.res_city_611,El Socorro,61102
res_city_district_61103,l10n_ve_pad.res_city_611,Masparrito,61103
res_city_district_61201,l10n_ve_pad.res_city_612,El Cantón,61201
res_city_district_61202,l10n_ve_pad.res_city_612,Santa Cruz De Guacas,61202
res_city_district_61203,l10n_ve_pad.res_city_612,Puerto Vivas,61203
res_city_district_70101,l10n_ve_pad.res_city_701,Simón Bolívar,70101
res_city_district_70102,l10n_ve_pad.res_city_701,Once De Abril,70102
res_city_district_70103,l10n_ve_pad.res_city_701,Vista Al Sol,70103
res_city_district_70104,l10n_ve_pad.res_city_701,Chirica,70104
res_city_district_70105,l10n_ve_pad.res_city_701,Dalla Costa,70105
res_city_district_70106,l10n_ve_pad.res_city_701,Cachamay,70106
res_city_district_70107,l10n_ve_pad.res_city_701,Universidad,70107
res_city_district_70108,l10n_ve_pad.res_city_701,Unare,70108
res_city_district_70109,l10n_ve_pad.res_city_701,Yocoima,70109
res_city_district_70110,l10n_ve_pad.res_city_701,Pozo Verde,70110
res_city_district_70201,l10n_ve_pad.res_city_702,Sección Capital Cedeño,70201
res_city_district_70202,l10n_ve_pad.res_city_702,Ascensión Farreras,70202
res_city_district_70203,l10n_ve_pad.res_city_702,Altagracia,70203
res_city_district_70204,l10n_ve_pad.res_city_702,La Urbana,70204
res_city_district_70205,l10n_ve_pad.res_city_702,Guaniamo,70205
res_city_district_70206,l10n_ve_pad.res_city_702,Pijiguaos,70206
res_city_district_70301,l10n_ve_pad.res_city_703,Catedral,70301
res_city_district_70302,l10n_ve_pad.res_city_703,Agua Salada,70302
res_city_district_70303,l10n_ve_pad.res_city_703,La Sabanita,70303
res_city_district_70304,l10n_ve_pad.res_city_703,Vista Hermosa,70304
res_city_district_70305,l10n_ve_pad.res_city_703,Marhuanta,70305
res_city_district_70306,l10n_ve_pad.res_city_703,José Antonio Páez,70306
res_city_district_70307,l10n_ve_pad.res_city_703,Orinoco,70307
res_city_district_70308,l10n_ve_pad.res_city_703,Panapana,70308
res_city_district_70309,l10n_ve_pad.res_city_703,Zea,70309
res_city_district_70401,l10n_ve_pad.res_city_704,Sección Capital Piar,70401
res_city_district_70402,l10n_ve_pad.res_city_704,Andrés Eloy Blanco,70402
res_city_district_70403,l10n_ve_pad.res_city_704,Pedro Cova,70403
res_city_district_70501,l10n_ve_pad.res_city_705,Sección Capital Roscio,70501
res_city_district_70502,l10n_ve_pad.res_city_705,Salom,70502
res_city_district_70601,l10n_ve_pad.res_city_706,Sección Capital Sucre,70601
res_city_district_70602,l10n_ve_pad.res_city_706,Aripao,70602
res_city_district_70603,l10n_ve_pad.res_city_706,Las Majadas,70603
res_city_district_70604,l10n_ve_pad.res_city_706,Moitaco,70604
res_city_district_70605,l10n_ve_pad.res_city_706,Guarataro,70605
res_city_district_70701,l10n_ve_pad.res_city_707,Sección Capital Sifontes,70701
res_city_district_70702,l10n_ve_pad.res_city_707,Dalla Costa,70702
res_city_district_70703,l10n_ve_pad.res_city_707,San Isidro,70703
res_city_district_70801,l10n_ve_pad.res_city_708,Sección Capital Raúl Leoni,70801
res_city_district_70802,l10n_ve_pad.res_city_708,San Francisco,70802
res_city_district_70803,l10n_ve_pad.res_city_708,Barceloneta,70803
res_city_district_70804,l10n_ve_pad.res_city_708,Santa Bárbara,70804
res_city_district_70901,l10n_ve_pad.res_city_709,Sección Capital Gran Sabana,70901
res_city_district_70902,l10n_ve_pad.res_city_709,Ikabarú,70902
res_city_district_71001,l10n_ve_pad.res_city_710,El Callao,71001
res_city_district_71101,l10n_ve_pad.res_city_711,Padre Pedro Chien,71101
res_city_district_80101,l10n_ve_pad.res_city_801,Bejuma,80101
res_city_district_80102,l10n_ve_pad.res_city_801,Canoabo,80102
res_city_district_80103,l10n_ve_pad.res_city_801,Simón Bolívar,80103
res_city_district_80201,l10n_ve_pad.res_city_802,Güigüe,80201
res_city_district_80202,l10n_ve_pad.res_city_802,Belén,80202
res_city_district_80203,l10n_ve_pad.res_city_802,Tacarigua,80203
res_city_district_80301,l10n_ve_pad.res_city_803,Mariara,80301
res_city_district_80302,l10n_ve_pad.res_city_803,Aguas Calientes,80302
res_city_district_80401,l10n_ve_pad.res_city_804,Guacara,80401
res_city_district_80402,l10n_ve_pad.res_city_804,Ciudad Alianza,80402
